OTU	L._stoechas_Summer_a	L._stoechas_Summer_b	L._stoechas_Summer_c	L._stoechas_Winter_a	L._stoechas_Winter_b	L._stoechas_Winter_c	C._incanus_Summer_a	C._incanus_Summer_b	C._incanus_Summer_c	C._incanus_Winter_a	C._incanus_Winter_b	C._incanus_Winter_c	A._unedo_Summer_a	A._unedo_Summer_b	A._unedo_Summer_c	A._unedo_Winter_a	A._unedo_Winter_b	A._unedo_Winter_c	P._latifolia_Summer_a	P._latifolia_Summer_b	P._latifolia_Summer_c	P._latifolia_Winter_a	P._latifolia_Winter_b	P._latifolia_Winter_c	P._lentiscus_Summer_a	P._lentiscus_Summer_b	P._lentiscus_Summer_c	P._lentiscus_Winter_a	P._lentiscus_Winter_b	P._lentiscus_Winter_c	M._communis_Summer_a	M._communis_Summer_b	M._communis_Summer_c	M._communis_Winter_a	M._communis_Winter_b	M._communis_Winter_c	Q._coccifera_Summer_a	Q._coccifera_Summer_b	Q._coccifera_Summer_c	Q._coccifera_Winter_a	Q._coccifera_Winter_b	Q._coccifera_Winter_c	M._officinalis_Summer_a	M._officinalis_Summer_b	M._officinalis_Summer_c	M._officinalis_Winter_a	M._officinalis_Winter_b	M._officinalis_Winter_c
OTU_2224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
OTU_1439	0	2	0	0	0	0	3	0	0	0	15	1	0	2	0	2	0	0	0	6	1	1	0	5	1	1	0	0	0	4	0	4	2	1	0	0	0	1	0	2	1	0	1	2	0	0	0	0
OTU_2178	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	48	0	0	0
OTU_2179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	49	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2180	0	0	0	0	0	0	0	4	6	0	0	0	10	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0
OTU_2181	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2182	0	0	0	0	0	0	0	13	0	1	0	0	14	17	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	4	0	0	0
OTU_2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2184	0	0	0	0	2	0	0	0	0	0	0	0	13	3	0	0	0	0	4	0	0	0	0	24	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2185	0	0	0	0	0	0	0	0	0	0	0	1	4	3	0	41	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2186	0	0	0	0	0	0	0	47	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2
OTU_2187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	32	0	0	0	0	0	0
OTU_2188	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	52	0	0	0	0	1	0	1	0	0	0	0	0	0
OTU_2189	0	0	0	0	0	0	0	8	0	0	0	0	1	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2190	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	28	5	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2191	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	10
OTU_2193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	1	9	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2194	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	17	0	0	2	0	0	8	0	1	0	0	0	1	7	0
OTU_2196	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	6	0	0	0	0	1	5	1	0	0	0	1	0	0	1	0	4	0	6	28	0	0	0	0	0	0	0
OTU_2197	0	1	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0
OTU_2198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	5	3	1	1	40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2199	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	2	1	0	0	1	0	0	0	0	1	0	28	0	11	0	4	0	0	0	0	0	0
OTU_2200	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	13	0	0	0	0	1	0	0	0	0	6	5	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	4	4	0
OTU_2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	57	0	0
OTU_2149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0
OTU_2150	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	15	1	0	0	0	12	0	0	0	0	0	8	0	14	0	0	0	0	1	0
OTU_2153	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	33	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0
OTU_2154	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
OTU_2156	0	0	0	0	0	0	0	1	0	0	0	0	0	4	41	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU_2157	1	0	0	0	0	0	0	0	0	0	0	27	3	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	3	7	0	0	2
OTU_2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	1	0	50	0	0	0	0	0	0
OTU_2160	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	14	2	1	0	5	0
OTU_2161	0	0	0	0	2	51	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	44	0	2
OTU_2163	0	0	0	0	0	0	44	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2165	5	0	0	0	0	34	0	1	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_2166	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	2	6	0	3
OTU_2167	0	0	0	9	0	0	0	0	0	38	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2168	4	0	0	0	0	0	0	1	7	0	0	0	6	9	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	2	3	2	0	0	0	0	0	2	0	0	0	5	7	0	6	0	0
OTU_2169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	51	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0	0	1	0	0	2	7	28	0	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2171	0	0	0	0	0	0	0	8	0	0	0	18	0	13	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	2	0	0	0
OTU_2172	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2173	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	3	0
OTU_2174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	7	0	0	0	0	0	3	35	0	0	0	0	0	0	5
OTU_2175	0	0	0	0	0	6	0	36	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
OTU_2176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	1	21	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	12	0
OTU_2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	20	0	7	0	0	1	26	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU_2118	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	11	3	4	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	33	0	0
OTU_2120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0
OTU_2121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	3	0	0	0	0	3	5	5	0	0	0	0	7	0	0	0	0	0	1	7	0	0	0	0	0	0	10
OTU_2122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
OTU_2123	0	0	0	0	1	7	16	1	0	0	29	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1
OTU_2124	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	5	0	3	0	1	1	9	1	0	0	12	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	3
OTU_2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	19	0	0	0	4	0	0	0	0	0	28	0	0	0	0	0	5	0	0	2	0	0	0	0	0
OTU_2126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	2	0	5	0	0	0	0	0	0	0	0	2	0	22	0	0	0	0	4	0	0	5	0	0	0	0	4
OTU_2127	0	0	0	0	0	9	4	1	0	0	0	3	5	5	0	0	0	3	4	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	14	0	0	0	0	1	0	0	0	0	6	0	0	0
OTU_2128	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	5	10	0	0	0	0	0	7	0	0	0	0	0	0	21	0	0	0	0	0	0	0
OTU_2129	0	0	8	0	0	0	0	0	0	0	42	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	0	0	0	0
OTU_2130	0	0	0	0	0	0	0	1	0	0	0	1	4	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	7	19	4	0	0	0
OTU_2131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2132	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU_2133	0	0	0	0	0	0	51	1	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2134	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	6	16	10
OTU_2135	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	2	0	0	0	0	1	0	0	7	7	26
OTU_2136	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	29	0	0	0	1	0	7	0	0	0	0	0	2	2	1
OTU_2137	0	0	0	0	0	0	0	1	9	0	0	0	8	0	0	0	0	0	6	0	5	2	0	6	0	1	0	0	0	0	3	0	0	9	0	1	0	0	0	0	0	0	3	0	0	5	1	0
OTU_2138	0	0	0	0	0	0	0	3	23	0	0	1	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	13	0	0	0
OTU_2139	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1
OTU_2140	0	0	0	0	0	0	0	1	0	0	0	0	8	3	13	0	12	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	3	1	0	0	4	0	0	0	0	0	0	4	1
OTU_2141	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	18	0	0	0	0	0	0	0	0
OTU_2142	0	0	0	0	0	0	27	4	2	1	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	8	6	1	3	0	0	1
OTU_2143	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	48	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_2144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	21	0	5	0	0	0	0	11	0	0	0	0	0	0	16	0	0	0	0	0	0	0
OTU_2145	0	0	0	0	0	0	0	0	0	18	0	8	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
OTU_2146	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	0	3	0	4	0	0	0	7	0	3	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
OTU_2147	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	1	1	0	10	0	0	0	0	0	0	0	3	0	2	0	11	0	1	0	0	4	0
OTU_2148	0	0	0	7	0	25	0	1	0	0	0	2	0	1	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	3	0
OTU_2017	4	2	1	0	0	16	0	0	0	0	0	3	0	0	1	3	0	0	1	4	3	0	0	1	0	10	0	0	0	0	0	0	1	2	2	2	0	2	2	0	0	0	1	0	0	0	0	0
OTU_2102	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	3	0	0	0	1	1	0	1	0	0	38	1	0
OTU_2103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2104	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
OTU_2105	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	20	1	0	0	0	34	1
OTU_2106	0	0	1	45	0	0	6	1	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2107	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	7	0	30	0	0	0	4	0	0
OTU_2108	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	3	6	0	1	2	2	10	0	2	0	0	11	7	8	2	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0
OTU_2109	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2110	0	0	0	1	0	15	16	0	0	0	0	12	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	3	0
OTU_2111	0	0	0	1	0	0	0	0	2	1	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	5	0	2	0	1	0	0	0	0	16	0	0	0	23	4	0	0	0	0	0
OTU_2112	0	0	0	0	0	23	0	11	0	0	0	0	4	12	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0
OTU_2113	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	11	0	0	0	0	0	2	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
OTU_2114	0	0	0	0	0	0	0	1	0	0	0	24	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	4	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2115	0	19	0	0	0	0	0	0	0	2	0	0	0	0	0	6	9	0	0	2	0	0	16	0	0	0	2	0	1	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	7	0	11	0	3	3	0	2	0	0	0	1	2	0	21	0	0	0	0	0	5	2	0	0	0	0	0
OTU_2117	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0	12	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
OTU_1360	0	0	0	0	0	3	0	6	0	0	0	14	0	2	0	0	0	0	0	0	2	0	6	5	0	4	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	0	4
OTU_2087	0	0	0	0	0	0	0	0	0	0	60	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2088	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	9	10	4	1	1	0	0	0	2	16	0	1	0	4	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
OTU_2090	1	0	0	0	0	0	0	0	0	0	0	0	12	17	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	11	8	0	0	0
OTU_2091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	2	0	0	0	0	0	0	38	0	0	7	0	0	0	0	0	2	0	0	0	7	0	0	0	0
OTU_2092	3	0	3	0	0	0	1	1	2	0	0	0	6	1	4	0	1	0	5	0	5	0	0	0	7	2	0	0	1	0	3	1	6	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0
OTU_2093	0	0	0	0	0	0	43	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	4	0	0	0	0	0	2	2	0	1	0
OTU_2094	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	4	0	0	7	0	0
OTU_2095	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	2	4	49	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_2096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	18	0	0	1	0	5	0	0	0	9	8	0	0	0	5	0	3	0	0	0	0	2	0	0	3	0	0	0	0	1
OTU_2097	4	0	2	0	0	0	0	1	34	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU_2098	0	0	32	11	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	2	0	0	0	0	0
OTU_2099	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	0	1	0	3	0	0	0	39	0	0	0	6	0	0
OTU_2100	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	3	19	0	0	0	2	2	0	9	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	2	0	1
OTU_2101	0	0	16	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	1	4	0	7	0	0	0	0	0	1	0	0	0	0	1
OTU_1269	0	4	0	0	0	0	0	0	0	0	12	0	0	4	0	1	0	0	0	7	1	1	0	4	5	3	0	0	0	6	0	3	0	1	0	0	0	2	0	0	3	0	1	5	0	0	0	0
OTU_2064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	3	0	0	0	52	0	0	0	0	0	0
OTU_2065	0	0	0	0	0	0	0	0	0	0	59	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
OTU_2066	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	1	13	0	0	0	6	0	0	0	17	0	0	0	0	0	0	0	0	0	10	0	4	0	0	0
OTU_2067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	11	0	1	0	1	0	3	0	0	33	0	0	0	0	0	0	0
OTU_2068	7	0	0	0	0	39	0	1	0	0	0	0	6	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2069	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	1	36	0	0	0	0	0	0
OTU_2070	0	0	0	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	32	0
OTU_2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	34	4	9	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2072	0	0	0	0	0	0	1	1	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	28	0	0	0	0
OTU_2073	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	2	0	0	0	0	25	0	0	0	3	0	0	0	16	4	0	0	0	1	0
OTU_2074	0	0	0	0	0	0	0	0	4	0	0	26	0	0	0	0	0	2	1	0	0	10	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1	0	0	5	6	2	0	1	0	0	0
OTU_2076	0	0	0	8	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	34	0	0	0	0	0	0	0	3	0	1	0	9	2	0	0	0	0	0
OTU_2078	0	0	0	0	0	0	0	1	0	0	0	0	8	8	0	0	0	0	21	0	0	0	0	0	0	5	0	1	2	0	3	0	2	0	0	0	0	0	0	0	0	1	6	0	4	1	0	0
OTU_2079	0	0	8	2	4	36	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	2
OTU_2080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	1	14	11	0	0	0	2	0	0	0	2	14	0	0	3	0	2	0	0	3	0	0	0	0	0	1	0	1	0
OTU_2082	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	2	2	0	0	1	0	0	0	1	0	2	0	12	27	8	1	1	0	0	0	0
