OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_8	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_7	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_3	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_2	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_4	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_6	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_5	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_1	Bacteria	Chloroflexi	KD4-96	uncultured Anaerolineaceae bacterium	?	?	?
OTU_10	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_9	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_15	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Candidatus Uzinura	uncultured Bacteroidetes bacterium
OTU_12	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Candidatus Uzinura	uncultured Bacteroidetes bacterium
OTU_13	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_18	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_16	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_11	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_17	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_14	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_21	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Asplenium nidus (bird's-nest fern)	?
OTU_25	Bacteria	Cyanobacteria	Chloroplast	uncultured phototrophic eukaryote	?	?	?
OTU_23	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Asplenium nidus (bird's-nest fern)	?
OTU_28	Bacteria	Cyanobacteria	Chloroplast	uncultured phototrophic eukaryote	?	?	?
OTU_22	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	?
OTU_19	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU_31	Bacteria	Proteobacteria	?	?	?	?	?
OTU_24	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	?
OTU_27	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured organism	?
OTU_20	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_26	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured organism	?
OTU_32	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_36	Bacteria	Proteobacteria	?	?	?	?	?
OTU_35	Bacteria	Verrucomicrobia	Verrucomicrobiae	?	?	?	?
OTU_29	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU_40	Bacteria	Cyanobacteria	Chloroplast	uncultured soil bacterium	?	?	?
OTU_34	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured organism	?
OTU_30	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	uncultured Beijerinckiaceae bacterium
OTU_33	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	uncultured Beijerinckiaceae bacterium
OTU_37	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured organism	?
OTU_38	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU_45	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_41	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU_39	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_47	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_44	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	uncultured eubacterium WD271
OTU_49	Bacteria	Proteobacteria	?	?	?	?	?
OTU_42	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_46	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	uncultured eubacterium WD271
OTU_51	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_53	Bacteria	Verrucomicrobia	Verrucomicrobiae	?	?	?	?
OTU_43	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_52	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	bacterium WM06i_A1D
OTU_50	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_48	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_55	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	?
OTU_57	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_54	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	?
OTU_58	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	?
OTU_63	Archaea	Aenigmarchaeota	?	?	?	?	?
OTU_56	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. PAMC 26567
OTU_60	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	?
OTU_65	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_68	Bacteria	Proteobacteria	?	?	?	?	?
OTU_67	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	?
OTU_59	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus subsp. aureus T0131
OTU_62	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Melittangium	Melittangium lichenicola
OTU_61	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured organism
OTU_69	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Candidatus Cardinium	?
OTU_64	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonas sp.
OTU_66	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	bacterium WM06i_A1D
OTU_70	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 92d
OTU_71	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. 92d
OTU_75	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	?
OTU_72	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	?
OTU_74	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Friedmanniella	?
OTU_73	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Melittangium	Melittangium lichenicola
OTU_77	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	?
OTU_81	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_82	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_83	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_80	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU_76	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
OTU_79	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured organism	?
OTU_86	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Candidatus Cardinium	?
OTU_84	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	?
OTU_85	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	uncultured organism
OTU_89	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_91	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_90	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	?
OTU_96	Bacteria	?	?	?	?	?	?
OTU_87	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Buchnera	?
OTU_78	Bacteria	Proteobacteria	?	?	?	?	?
OTU_92	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU_93	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	uncultured alpha proteobacterium
OTU_97	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Villosiclava	Tolypocladium inflatum
OTU_95	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_94	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea agglomerans
OTU_99	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Hymenobacter marinus
OTU_101	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	?
OTU_98	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_88	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_100	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	?
OTU_107	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	ascomycete sp. MV_19C
OTU_104	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Blastomonas	uncultured alpha proteobacterium
OTU_102	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	?
OTU_106	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_113	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_109	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	?
OTU_111	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_116	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_108	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_112	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_110	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	?
OTU_103	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_117	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	?
OTU_121	Bacteria	WWE3	?	?	?	?	?
OTU_115	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Amnibacterium	?
OTU_118	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acetobacteraceae bacterium W1.09-37
OTU_105	Bacteria	Proteobacteria	?	?	?	?	?
OTU_119	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	uncultured soil bacterium
OTU_126	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_125	Bacteria	Cyanobacteria	Chloroplast	uncultured phototrophic eukaryote	?	?	?
OTU_128	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_131	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_127	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	?
OTU_120	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_129	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Asplenium nidus (bird's-nest fern)	?
OTU_123	Bacteria	Proteobacteria	?	?	?	?	?
OTU_122	Bacteria	Proteobacteria	?	?	?	?	?
OTU_124	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	?
OTU_136	Bacteria	Cyanobacteria	Chloroplast	uncultured phototrophic eukaryote	?	?	?
OTU_130	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	Escherichia coli
OTU_135	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Hymenobacter sp. 14-57-B6
OTU_137	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	uncultured actinobacterium
OTU_133	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_134	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_132	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	?
OTU_138	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocella	uncultured alpha proteobacterium
OTU_144	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_147	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_139	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium komagatae
OTU_146	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_145	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_140	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	?
OTU_143	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_149	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	?
OTU_142	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia-Shigella	?
OTU_148	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	Terriglobus aquaticus
OTU_151	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	?
OTU_150	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cloacibacterium	?
OTU_156	Bacteria	Proteobacteria	?	?	?	?	?
OTU_152	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	?
OTU_159	Bacteria	Chloroflexi	Chloroflexia	?	?	?	?
OTU_158	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Asplenium nidus (bird's-nest fern)	?
OTU_155	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured beta proteobacterium
OTU_157	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_160	Bacteria	?	?	?	?	?	?
OTU_153	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_162	Bacteria	Proteobacteria	?	?	?	?	?
OTU_164	Bacteria	Proteobacteria	?	?	?	?	?
OTU_154	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	?
OTU_163	Bacteria	Proteobacteria	?	?	?	?	?
OTU_161	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	?
OTU_171	Bacteria	Parcubacteria	?	?	?	?	?
OTU_166	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU_168	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Cystobacter	Cystobacter fuscus
OTU_169	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Lawsonella	uncultured organism
OTU_170	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured actinobacterium
OTU_167	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium komagatae
OTU_165	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_172	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU_179	Bacteria	Proteobacteria	?	?	?	?	?
OTU_177	Bacteria	Cyanobacteria	Chloroplast	uncultured phototrophic eukaryote	?	?	?
OTU_174	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Cystobacter	Cystobacter fuscus
OTU_175	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Hymenobacter sp. MIC2056
OTU_182	Bacteria	Proteobacteria	?	?	?	?	?
OTU_178	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured actinobacterium
OTU_173	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	?
OTU_176	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	?
OTU_185	Bacteria	Verrucomicrobia	Verrucomicrobiae	?	?	?	?
OTU_180	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	?
OTU_183	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	?
OTU_181	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	?
OTU_188	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma sp. TX0405
OTU_191	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_186	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	?	?
OTU_184	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured organism	?
OTU_187	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	?
OTU_190	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	uncultured Bacteroidetes bacterium
OTU_193	Bacteria	Proteobacteria	?	?	?	?	?
OTU_192	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Terriglobus	Terriglobus aquaticus
OTU_196	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Hymenobacter sp. TAPP3
OTU_195	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	uncultured Bacteroidetes bacterium
OTU_194	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	uncultured organism	?
OTU_198	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma sp. TX0405
OTU_201	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_202	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_206	Bacteria	Verrucomicrobia	Verrucomicrobiae	?	?	?	?
OTU_197	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	uncultured beta proteobacterium
OTU_208	Bacteria	Firmicutes	?	?	?	?	?
OTU_199	Bacteria	Proteobacteria	?	?	?	?	?
OTU_141	Bacteria	?	?	?	?	?	?
OTU_203	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	?
OTU_209	Bacteria	?	?	?	?	?	?
OTU_211	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU_200	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_205	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Roseateles	?
OTU_215	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_204	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
OTU_217	Bacteria	Proteobacteria	?	?	?	?	?
OTU_207	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	?
OTU_218	Bacteria	Proteobacteria	?	?	?	?	?
OTU_213	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	?
OTU_212	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	?
OTU_210	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonas sp.
OTU_221	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_216	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Pseudarthrobacter	?
OTU_214	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Roseateles	?
OTU_223	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_226	Bacteria	Cyanobacteria	Chloroplast	uncultured phototrophic eukaryote	?	?	?
OTU_219	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Actinoplanes	?
OTU_227	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_225	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_222	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acetobacteraceae bacterium W1.09-37
OTU_224	Bacteria	Proteobacteria	?	?	?	?	?
OTU_220	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
OTU_233	Bacteria	Proteobacteria	?	?	?	?	?
OTU_234	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_230	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_232	Bacteria	?	?	?	?	?	?
OTU_235	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_228	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Hymenobacter sp. TAPP3
OTU_240	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_236	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	?
OTU_239	Bacteria	?	?	?	?	?	?
OTU_238	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	?
OTU_231	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	Hymenobacter sp. TAPP3
OTU_229	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	?
OTU_247	Archaea	Thaumarchaeota	Soil Crenarchaeotic Group(SCG)	uncultured archaeon	?	?	?
OTU_244	Bacteria	Proteobacteria	?	?	?	?	?
OTU_245	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_249	Bacteria	Proteobacteria	?	?	?	?	?
OTU_237	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_248	Bacteria	Cyanobacteria	Chloroplast	Hypnum imponens	?	?	?
OTU_243	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Nevskiaceae	Hydrocarboniphaga	?
OTU_242	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	?
OTU_241	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_246	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	?
OTU_250	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	Aureimonas	?
OTU_255	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	?
OTU_253	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	?
OTU_258	Bacteria	?	?	?	?	?	?
OTU_262	Bacteria	?	?	?	?	?	?
OTU_251	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	?
OTU_263	Bacteria	?	?	?	?	?	?
OTU_254	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Variovorax sp. HP9A2
OTU_264	Bacteria	Gracilibacteria	?	?	?	?	?
OTU_265	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_252	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	JG34-KF-161	uncultured soil bacterium	?
OTU_268	Bacteria	Proteobacteria	?	?	?	?	?
OTU_269	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_259	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium 1	?
OTU_260	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	1174-901-12	Rhizobiales bacterium 8433D	?
OTU_257	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	?
OTU_261	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
OTU_266	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	uncultured organism
OTU_274	Bacteria	Proteobacteria	?	?	?	?	?
OTU_273	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_276	Bacteria	Proteobacteria	?	?	?	?	?
OTU_267	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	?
