OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_2266	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2259	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	?
OTU_2267	Eukaryota	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromataceae	Microstroma	Microstroma juglandis
OTU_2258	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	?
OTU_2262	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	?
OTU_2272	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2269	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332	uncultured Rubrobacteraceae bacterium	?
OTU_2273	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2264	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	?	?
OTU_2268	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	?
OTU_2271	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_2270	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Virgisporangium	Virgisporangium aliadipatigenens
OTU_2274	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	?	?
OTU_2282	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU_2276	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	?	?
OTU_2275	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonas sp.
OTU_2279	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	?	?	?
OTU_2284	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_2281	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	?
OTU_2277	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	?	?	?
OTU_2278	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	?
OTU_2283	Bacteria	Tectomicrobia	Tectomicrobia Incertae Sedis	Unknown Order	Unknown Family	Candidatus Entotheonella	uncultured delta proteobacterium
OTU_2280	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia dentocariosa ATCC 17931
OTU_2289	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2285	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia	uncultured Bacteroidetes bacterium
OTU_2291	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU_2288	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	?	?	?
OTU_2293	Bacteria	Tenericutes	?	?	?	?	?
OTU_2290	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Roseimicrobium gellanilyticum
OTU_2297	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	?	?	?
OTU_2286	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_2295	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavisolibacter	?
OTU_2298	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	uncultured Bacteroidetes bacterium
OTU_2292	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	Chelatococcus asaccharovorans
OTU_2287	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Craurococcus	uncultured Craurococcus sp.
OTU_2296	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia solanacearum
OTU_2300	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	uncultured soil bacterium
OTU_2303	Bacteria	FBP	?	?	?	?	?
OTU_2299	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	?
OTU_2301	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	uncultured Cystobacteraceae bacterium	?
OTU_2307	Bacteria	Saccharibacteria	uncultured Candidatus Saccharibacteria bacterium	?	?	?	?
OTU_2302	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
OTU_2306	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	?
OTU_2305	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	?
OTU_2312	Bacteria	Firmicutes	Clostridia	?	?	?	?
OTU_2308	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_2315	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2314	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Talaromyces phialosporus	?
OTU_2313	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2309	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	Granulicella tundricola MP5ACTX9
OTU_2310	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	?	?
OTU_2319	Bacteria	?	?	?	?	?	?
OTU_2316	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionII	FamilyII	Chroococcidiopsis	uncultured cyanobacterium
OTU_2311	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	uncultured eubacterium WD249
OTU_2323	Bacteria	WS6	?	?	?	?	?
OTU_2324	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2326	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2321	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_2304	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2320	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Bryocella	uncultured eubacterium WD277
OTU_2322	Bacteria	Cyanobacteria	Melainabacteria	Vampirovibrionales	Vampirovibrio chlorellavorus	?	?
OTU_2317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	?
OTU_2318	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales Incertae Sedis	Candidatus Alysiosphaera	?
OTU_2325	Bacteria	Gemmatimonadetes	S0134 terrestrial group	?	?	?	?
OTU_2329	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	?	?
OTU_2334	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2327	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	?	?
OTU_2328	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	?
OTU_2331	Bacteria	FBP	?	?	?	?	?
OTU_2335	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	?
OTU_2330	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	?	?
OTU_2332	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	uncultured Actinomycetales bacterium
OTU_2336	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	?
OTU_2342	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2339	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Luteolibacter luojiensis
OTU_2341	Bacteria	?	?	?	?	?	?
OTU_2337	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	?
OTU_2338	Bacteria	Tectomicrobia	Tectomicrobia Incertae Sedis	Unknown Order	Unknown Family	Candidatus Entotheonella	?
OTU_2340	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	uncultured proteobacterium
OTU_2347	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	?
OTU_2346	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	?	?
OTU_2345	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales Incertae Sedis	Candidatus Alysiosphaera	?
OTU_2343	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	E1B-B3-114	uncultured actinobacterium
OTU_2349	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales Incertae Sedis	Candidatus Alysiosphaera	uncultured alpha proteobacterium
OTU_2352	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2344	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	?	?
OTU_2333	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2348	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	?	?	?
OTU_2354	Bacteria	Cyanobacteria	Chloroplast	Klebsormidium flaccidum	?	?	?
OTU_2350	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	?	?
OTU_2355	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	Chlamydiales bacterium NS11	?
OTU_2360	Bacteria	Cyanobacteria	Chloroplast	Klebsormidium flaccidum	?	?	?
OTU_2353	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	?	?	?
OTU_2363	Bacteria	Proteobacteria	Gammaproteobacteria	?	?	?	?
OTU_2356	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	uncultured Stella sp.
OTU_2364	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2351	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	uncultured actinobacterium
OTU_2358	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332	uncultured actinobacterium	?
OTU_2361	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU_2357	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Ferrovibrio	Rhodospirillaceae bacterium KNA-P
OTU_2370	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2367	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	groundwater metagenome
OTU_2372	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2366	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	?	?
OTU_2369	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Verrucomicrobia bacterium IMCC26134
OTU_2368	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Corallococcus	Corallococcus coralloides
OTU_2365	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanxanigenens DSM 19645 = NX02
OTU_2362	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	?
OTU_2376	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	?
OTU_2377	Bacteria	Cyanobacteria	Chloroplast	uncultured eukaryote	?	?	?
OTU_2379	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2380	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2373	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	?
OTU_2374	Bacteria	Chloroflexi	TK10	uncultured Chloroflexus sp.	?	?	?
OTU_2375	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	uncultured Sphingomonas sp.
OTU_2383	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2378	Bacteria	Gemmatimonadetes	S0134 terrestrial group	uncultured soil bacterium	?	?	?
OTU_2371	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	?
OTU_2384	Bacteria	Saccharibacteria	?	?	?	?	?
OTU_2381	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Gigarickettsia	?
OTU_2382	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Pseudomonas sp. CNE 23
OTU_2385	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	?
OTU_2389	Bacteria	Saccharibacteria	uncultured soil bacterium	?	?	?	?
OTU_2386	Bacteria	Cyanobacteria	Chloroplast	Chlorosarcina brevispinosa	?	?	?
OTU_2394	Eukaryota	Protosporangiida	Protosporangiidae	?	?	?	?
OTU_2387	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	?	?	?
OTU_2388	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	uncultured Acetobacteraceae bacterium
OTU_2393	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia	uncultured Bacteroidetes bacterium
OTU_2398	Bacteria	?	?	?	?	?	?
OTU_2390	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	?
OTU_2391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer meliloti
OTU_2392	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes
OTU_2397	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Hirsutella rhossiliensis	?
OTU_2396	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332	?	?
OTU_2404	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU_2395	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_2401	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Edaphobacter	uncultured Acidobacteria bacterium
OTU_2402	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	?	?
OTU_2403	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	?	?	?
OTU_2400	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	?
OTU_2399	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas intermedia
OTU_2407	Bacteria	Saccharibacteria	?	?	?	?	?
OTU_2405	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	?
OTU_2406	Bacteria	Chloroflexi	Thermomicrobia	AKYG1722	?	?	?
OTU_2410	Bacteria	Cyanobacteria	Chloroplast	?	?	?	?
OTU_2414	Bacteria	Firmicutes	Erysipelotrichia	?	?	?	?
OTU_2408	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Phormidium	Oscillatoria sp. MMG-2
OTU_2413	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Arcticibacter	?
OTU_2412	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2416	Bacteria	FBP	?	?	?	?	?
OTU_2415	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Rubritepida	uncultured soil bacterium
OTU_2411	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	Facklamia ignava
OTU_2418	Bacteria	Chloroflexi	?	?	?	?	?
OTU_2417	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	uncultured Hyphomicrobiaceae bacterium
OTU_2421	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2425	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2419	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	uncultured delta proteobacterium	?
OTU_2426	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Phaselicystidaceae	Phaselicystis	uncultured Byssovorax sp.
OTU_2420	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus subsp. anginosus
OTU_2428	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2423	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Nitrospirillum	Azospirillum sp. B4
OTU_2422	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_2430	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2427	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	uncultured microorganism
OTU_2432	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Glarea lozoyensis 74030	?
OTU_2433	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	?	?
OTU_2434	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	?
OTU_2429	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptoclostridium	?
OTU_2436	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. UR6-1
OTU_2431	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus sp. SK37
OTU_2435	Bacteria	Saccharibacteria	?	?	?	?	?
OTU_2438	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2443	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2440	Bacteria	Cyanobacteria	Chloroplast	uncultured alga	?	?	?
OTU_2444	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2446	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2437	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	?	?
OTU_2441	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sputigena
OTU_2442	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Ezakiella	Tissierellia bacterium GD9
OTU_2445	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	?
OTU_2439	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1	?
OTU_2450	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	?	?
OTU_2447	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	?	?	?
OTU_2452	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2448	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	?
OTU_2449	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	?
OTU_2455	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	uncultured alpha proteobacterium	?
OTU_2457	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2456	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	?	?
OTU_2453	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	?
OTU_2461	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2460	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2409	Bacteria	WS6	?	?	?	?	?
OTU_2459	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured Bacteroidetes bacterium	?
OTU_2463	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	?	?
OTU_2458	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	?
OTU_2451	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_2462	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	?
OTU_2464	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Anaeromyxobacter	uncultured delta proteobacterium
OTU_2466	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	?	?
OTU_2471	Bacteria	Proteobacteria	Epsilonproteobacteria	?	?	?	?
OTU_2467	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	Sorangiineae bacterium SBSr005
OTU_2465	Bacteria	Chloroflexi	Thermomicrobia	AKYG1722	?	?	?
OTU_2473	Bacteria	Cyanobacteria	?	?	?	?	?
OTU_2469	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	?	?	Farysia taiwaniana
OTU_2468	Bacteria	FBP	uncultured Carnobacterium sp.	?	?	?	?
OTU_2470	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae	?	?
OTU_2474	Bacteria	Actinobacteria	MB-A2-108	uncultured actinobacterium	?	?	?
OTU_2476	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	?	?
OTU_2472	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	?	?
OTU_2478	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	uncultured planctomycete
OTU_2475	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	uncultured Skermanella sp.
OTU_2477	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas diminuta
OTU_2480	Bacteria	Saccharibacteria	uncultured Candidatus Saccharibacteria bacterium	?	?	?	?
OTU_2482	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	?	?	?
OTU_2481	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Myxococcus	?
OTU_2487	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2483	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	?
OTU_2488	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2489	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_2484	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	?	?	?
OTU_2486	Bacteria	Cyanobacteria	Melainabacteria	Vampirovibrionales	Vampirovibrio chlorellavorus	?	?
OTU_2485	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Chelatococcus	?
OTU_2494	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	env.OPS 17	uncultured Bacteroidetes bacterium	?
OTU_2496	Bacteria	Tenericutes	Mollicutes	?	?	?	?
OTU_2495	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	uncultured soil bacterium
OTU_2490	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XI	Anaerococcus	Anaerococcus sp. FC4
OTU_2493	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	?
OTU_2491	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	?
OTU_2492	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	?	?	?
OTU_2501	Bacteria	Cyanobacteria	Chloroplast	Solanum lycopersicum (tomato)	?	?	?
OTU_2500	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2497	Bacteria	Proteobacteria	?	?	?	?	?
OTU_2498	Bacteria	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	?
OTU_2502	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	AKYG1088	?	?
OTU_2499	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	?
OTU_2505	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	?
OTU_2504	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	?
OTU_2503	Bacteria	Acidobacteria	Holophagae	Subgroup 10	ABS-19	?	?
OTU_2506	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	?	?
OTU_2454	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	?	?	?
OTU_2511	Eukaryota	Vertebrata	Mammalia	?	?	?	?
OTU_2510	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	?
OTU_2513	Bacteria	Proteobacteria	Alphaproteobacteria	?	?	?	?
OTU_2509	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia	?
OTU_2507	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	?	?
OTU_2508	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	M05-Pitesti	?	?
OTU_2515	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus sp. MN2-10
OTU_2516	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus	Microlunatus sp. M5_21
OTU_2517	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter koreensis
OTU_2519	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	?
OTU_2512	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Arsenophonus	?
OTU_2524	Bacteria	?	?	?	?	?	?
OTU_2525	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	?	?
OTU_2520	Bacteria	Saccharibacteria	Candidatus Saccharibacteria bacterium RAAC3_TM7_1	?	?	?	?
OTU_2514	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	uncultured Actinomycetales bacterium
OTU_2518	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	?
OTU_2521	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	?
