OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_1172	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	unidentified	unidentified
OTU_1179	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1177	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	Monocillium_griseo-ochraceum
OTU_1178	Fungi	Basidiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1182	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria	Didymosphaeria_futilis
OTU_1180	Fungi	unidentified	unidentified	unidentified	?	?	?
OTU_1181	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Terana	Terana_coerulea
OTU_1184	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1183	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1186	Fungi	Basidiomycota	?	?	?	?	?
OTU_1185	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma_terrestris
OTU_1188	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1189	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Lecophagus	unidentified
OTU_1187	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_delphinoides
OTU_1190	Fungi	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1194	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Dictyochloropsis	unidentified
OTU_1191	unidentified	unidentified	unidentified	?	?	?	?
OTU_1192	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_1195	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	unidentified
OTU_1193	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_insignis
OTU_1196	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	?
OTU_1200	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora_quercina
OTU_1197	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	Chrysosporium_lobatum
OTU_1199	unidentified	unidentified	?	?	?	?	?
OTU_1201	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Lepista	Lepista_sordida
OTU_1203	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
OTU_1202	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1198	Viridiplantae	Chlorophyta	unidentified	unidentified	unidentified	Coccomyxa	?
OTU_1204	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Amphinema	?
OTU_1205	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1211	unidentified	unidentified	?	?	?	?	?
OTU_1208	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1207	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	unidentified
OTU_1206	Fungi	Ascomycota	Sordariomycetes	Xylariales	Coniocessiaceae	Coniocessia	Coniocessia_maxima
OTU_1209	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma_terrestris
OTU_1210	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	Monocillium_griseo-ochraceum
OTU_1214	Fungi	Basidiobolomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1212	Fungi	Ascomycota	?	?	?	?	?
OTU_1216	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_algeriense
OTU_1219	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_hordei
OTU_1217	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	unidentified
OTU_1218	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1213	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_algeriense
OTU_1215	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1220	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1224	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus_arrhizus
OTU_1223	Fungi	unidentified	?	?	?	?	?
OTU_1222	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	unidentified
OTU_1227	Fungi	Basidiomycota	?	?	?	?	?
OTU_1221	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	unidentified
OTU_1225	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1226	unidentified	unidentified	unidentified	?	?	?	?
OTU_1228	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Antennariella	Antennariella_placitae
OTU_1232	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Trichobolus	Trichobolus_zukalii
OTU_1233	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	?	?	?
OTU_1230	Viridiplantae	Chlorophyta	unidentified	unidentified	unidentified	Coccomyxa	?
OTU_1231	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1229	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Oryza	Oryza_sativa
OTU_1234	unidentified	unidentified	unidentified	?	?	?	?
OTU_1235	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Parasola	Parasola_leiocephala
OTU_1238	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1240	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
OTU_1239	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	unidentified
OTU_1236	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1237	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1241	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecidella	Lecidella_flavosorediata
OTU_1242	Fungi	unidentified	?	?	?	?	?
OTU_1243	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_brachygibbosum
OTU_1245	Fungi	Basidiomycota	Ustilaginomycetes	?	?	?	?
OTU_1249	unidentified	unidentified	?	?	?	?	?
OTU_1247	Fungi	Basidiomycota	Exobasidiomycetes	?	?	?	?
OTU_1244	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	unidentified	unidentified
OTU_1246	unidentified	unidentified	unidentified	?	?	?	?
OTU_1248	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
OTU_1250	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_insignis
OTU_1254	unidentified	unidentified	?	?	?	?	?
OTU_1253	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1251	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora_oryzae
OTU_1252	Viridiplantae	Anthophyta	Monocotyledonae	Poales	Poaceae	Oryza	?
OTU_1257	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1255	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Calycina	Calycina_claroflava
OTU_1256	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1258	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	Spizellomyces_acuminatus
OTU_1259	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia_graminis
OTU_1260	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
OTU_1264	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1262	Viridiplantae	Bryophyta	Bryopsida	Pottiales	Pottiaceae	Tortula	Tortula_protobryoides
OTU_1266	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	unidentified
OTU_1265	Fungi	Ascomycota	?	?	?	?	?
OTU_1263	Fungi	unidentified	unidentified	unidentified	?	?	?
OTU_1267	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1268	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	Neosetophoma_samararum
OTU_1273	Fungi	Basidiomycota	Exobasidiomycetes	Ceraceosorales	unidentified	?	?
OTU_1269	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Hypogymnia	Hypogymnia_physodes
OTU_1270	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeria	Didymosphaeria_futilis
OTU_1272	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1274	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	Cystobasidium_slooffiae
OTU_1271	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
OTU_1275	Fungi	Ascomycota	?	?	?	?	?
OTU_1277	unidentified	unidentified	unidentified	?	?	?	?
OTU_1276	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	Myriangium_duriaei
OTU_1280	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1278	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1281	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_arunalokei
OTU_1279	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum_floriforme
OTU_1282	unidentified	unidentified	unidentified	unidentified	?	?	?
OTU_1285	Viridiplantae	Chlorophyta	unidentified	unidentified	unidentified	Chlorosarcinopsis	unidentified
OTU_1283	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	unidentified
OTU_1284	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1287	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	unidentified	unidentified
OTU_1290	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1286	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	?
OTU_1289	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
OTU_1291	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_bisporus
OTU_1288	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_1293	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora_biseriata
OTU_1297	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1294	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1292	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1296	Fungi	Basidiomycota	Agaricomycetes	Phallales	Clathraceae	Clathrus	Clathrus_ruber
OTU_1295	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1301	unidentified	unidentified	?	?	?	?	?
OTU_1298	Fungi	Basidiomycota	Exobasidiomycetes	?	?	?	?
OTU_1302	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	?	?
OTU_1303	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	Sigarispora_arundinis
OTU_1299	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora_egenula
OTU_1300	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Hypogymnia	Hypogymnia_tubulosa
OTU_1304	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1306	Viridiplantae	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1308	Fungi	Basidiomycota	Exobasidiomycetes	?	?	?	?
OTU_1305	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	?	?
OTU_1309	unidentified	unidentified	unidentified	?	?	?	?
OTU_1310	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_bisporus
OTU_1313	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	?
OTU_1307	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1312	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	unidentified	unidentified	?
OTU_1311	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	unidentified	unidentified
OTU_1314	Fungi	Ascomycota	Dothideomycetes	Venturiales	unidentified	?	?
OTU_1316	unidentified	unidentified	unidentified	unidentified	?	?	?
OTU_1315	Fungi	Ascomycota	Dothideomycetes	Pleosporales	?	?	?
OTU_1318	Fungi	Basidiomycota	Cystobasidiomycetes	?	?	?	?
OTU_1319	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Vermispora	unidentified
OTU_1317	Fungi	Ascomycota	?	?	?	?	?
OTU_1321	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Achroiostachys	Achroiostachys_betulicola
OTU_1320	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Neophaeococcomyces	Neophaeococcomyces_catenatus
OTU_1322	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1323	Viridiplantae	Chlorophyta	Trebouxiophyceae	unidentified	unidentified	Parachloroidium	Parachloroidium_lobatum
OTU_1324	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia_gelatinosa
OTU_1325	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea
OTU_1327	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia_coronata
OTU_1326	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Sphaerellopsis	Sphaerellopsis_macroconidialis
OTU_1329	Viridiplantae	Chlorophyta	unidentified	unidentified	unidentified	Chlorosarcinopsis	unidentified
OTU_1328	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria_ramulariae
OTU_1331	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Terana	Terana_coerulea
OTU_1330	unidentified	unidentified	unidentified	unidentified	?	?	?
OTU_1332	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1333	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1335	Fungi	Basidiomycota	Exobasidiomycetes	?	?	?	?
OTU_1334	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unidentified
OTU_1337	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	?
OTU_1339	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia_graminis
OTU_1336	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	unidentified
OTU_1338	Fungi	Ascomycota	Dothideomycetes	Venturiales	unidentified	?	?
OTU_1340	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1342	Viridiplantae	Anthophyta	Eudicotyledonae	Lamiales	Plantaginaceae	Plantago	Plantago_lagopus
OTU_1344	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus_arrhizus
OTU_1341	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1343	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Xenasmatella	Xenasmatella_borealis
OTU_1347	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	?	?	?
OTU_1346	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
OTU_1345	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1348	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecidella	Lecidella_flavosorediata
OTU_1349	unidentified	unidentified	unidentified	unidentified	?	?	?
OTU_1352	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Kalmanozyma	Kalmanozyma_fusiformata
OTU_1351	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	unidentified
OTU_1354	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1350	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_lunariae
OTU_1357	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	unidentified
OTU_1353	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
OTU_1358	Viridiplantae	Chlorophyta	Trebouxiophyceae	?	?	?	?
OTU_1356	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1360	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	?	?
OTU_1361	unidentified	unidentified	?	?	?	?	?
OTU_1355	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	unidentified	unidentified
OTU_1362	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1364	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1363	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Bannozyma	Bannozyma_arctica
OTU_1359	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pyrenophora	Pyrenophora_chaetomioides
OTU_1365	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1369	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1368	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea
OTU_1366	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	?	?	?
OTU_1367	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum_floriforme
OTU_1371	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	?
OTU_1370	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	unidentified	unidentified
OTU_1372	Fungi	unidentified	?	?	?	?	?
OTU_1375	Viridiplantae	Anthophyta	Eudicotyledonae	Rosales	Rosaceae	Rubus	Rubus_divaricatus
OTU_1373	unidentified	unidentified	unidentified	unidentified	?	?	?
OTU_1374	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Zymoseptoria	?
OTU_1378	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1376	Fungi	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1377	Fungi	unidentified	unidentified	unidentified	?	?	?
OTU_1380	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1379	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
OTU_1384	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1382	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	?	?
OTU_1381	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1383	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Hypogymnia	Hypogymnia_tubulosa
OTU_1387	Viridiplantae	Chlorophyta	Trebouxiophyceae	unidentified	unidentified	unidentified	unidentified
OTU_1385	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
OTU_1386	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Muscodor	unidentified
OTU_1390	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Monodictys	Monodictys_bicolorata
OTU_1391	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1388	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium	?
OTU_1392	Fungi	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1394	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1393	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium_serenense
OTU_1389	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_lagopus
OTU_1395	Fungi	unidentified	?	?	?	?	?
OTU_1396	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1399	Fungi	unidentified	?	?	?	?	?
OTU_1401	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1398	unidentified	?	?	?	?	?	?
OTU_1402	Viridiplantae	Chlorophyta	unidentified	unidentified	unidentified	Coenochloris	?
OTU_1400	Fungi	Ascomycota	Sordariomycetes	?	?	?	?
OTU_1403	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Fusicladium	Fusicladium_africanum
OTU_1397	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	?
OTU_1404	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1405	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1409	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1411	Viridiplantae	Chlorophyta	unidentified	?	?	?	?
OTU_1406	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_tubakii
OTU_1407	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Passalora	Passalora_bacilligera
OTU_1408	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	unidentified
OTU_1412	Fungi	Basidiomycota	Exobasidiomycetes	?	?	?	?
OTU_1410	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_1413	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	unidentified	unidentified
OTU_1416	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	Arthrobotrys_conoides
OTU_1415	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	unidentified	unidentified
OTU_1418	unidentified	unidentified	unidentified	?	?	?	?
OTU_1414	Fungi	unidentified	unidentified	unidentified	?	?	?
OTU_1419	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1417	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	unidentified	unidentified
OTU_1420	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Bovista	Bovista_aestivalis
OTU_1422	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	?	?	?
OTU_1423	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	Nectria_ramulariae
OTU_1421	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	?
OTU_1425	Viridiplantae	Anthophyta	Eudicotyledonae	Lamiales	Plantaginaceae	Plantago	Plantago_lagopus
OTU_1427	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia_albida
OTU_1424	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
OTU_1426	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnum	Lachnum_virgineum
OTU_1428	Fungi	Ascomycota	Dothideomycetes	unidentified	unidentified	unidentified	?
OTU_1429	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon_nigrescens
OTU_1431	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1430	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1432	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	unidentified
OTU_1434	Fungi	Ascomycota	Sordariomycetes	Branch06	unidentified	unidentified	?
OTU_1433	Fungi	unidentified	unidentified	?	?	?	?
OTU_1436	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1435	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	unidentified	unidentified
OTU_1437	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulales_fam_Incertae_sedis	Confertobasidium	Confertobasidium_olivaceoalbum
OTU_1443	unidentified	unidentified	unidentified	unidentified	?	?	?
OTU_1441	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1438	Fungi	Ascomycota	Dothideomycetes	Venturiales	unidentified	?	?
OTU_1440	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nectriopsis	?
OTU_1442	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Antennariella	Antennariella_placitae
OTU_1445	Fungi	Basidiobolomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1444	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	unidentified
OTU_1439	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
OTU_1446	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Kalmusia	?
OTU_1453	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_1452	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_1451	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Capnodium	unidentified
OTU_1447	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1449	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	unidentified
OTU_1450	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_1454	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongatula
OTU_1448	Viridiplantae	Chlorophyta	unidentified	unidentified	unidentified	Coccomyxa	?
OTU_1457	unidentified	unidentified	unidentified	?	?	?	?
OTU_1456	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	unidentified
