OTU	Domain	Phylum	Class	Order	Family	Genus	Species
OTU_2247	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	?	?
OTU_2250	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	?	?
OTU_2253	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unidentified	unidentified	unidentified
OTU_2251	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	?	?
OTU_2252	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	?	?
OTU_2257	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2254	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	?	?
OTU_2258	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	unidentified	unidentified	?
OTU_2256	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
OTU_2259	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Rhynchogastrema	Rhynchogastrema_tunnelae
OTU_2265	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	?
OTU_2255	Viridiplantae	Chlorophyta	?	?	?	?	?
OTU_2263	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Tothia	Tothia_fuscella
OTU_2264	Fungi	Basidiomycota	?	?	?	?	?
OTU_2260	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2262	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2261	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_2268	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_2272	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	unidentified
OTU_2267	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2271	Fungi	Ascomycota	unidentified	unidentified	?	?	?
OTU_2270	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2273	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	unidentified	unidentified
OTU_2269	Fungi	unidentified	unidentified	unidentified	?	?	?
OTU_2274	Fungi	Basidiomycota	?	?	?	?	?
OTU_2276	Fungi	Ascomycota	Sordariomycetes	Xylariales	unidentified	unidentified	unidentified
OTU_2275	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2281	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	?
OTU_2278	unidentified	unidentified	?	?	?	?	?
OTU_2277	unidentified	unidentified	unidentified	?	?	?	?
OTU_2280	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2282	Fungi	Basidiomycota	?	?	?	?	?
OTU_2284	Fungi	Basidiomycota	Tremellomycetes	unidentified	unidentified	?	?
OTU_2279	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2287	unidentified	unidentified	unidentified	unidentified	?	?	?
OTU_2285	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Dictyosporium	?
OTU_2283	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	?	?
OTU_2289	unidentified	unidentified	unidentified	?	?	?	?
OTU_2290	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2288	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	?
OTU_2286	Viridiplantae	Anthophyta	Eudicotyledonae	Proteales	Platanaceae	Platanus	unidentified
OTU_2291	Fungi	unidentified	unidentified	unidentified	unidentified	?	?
OTU_2292	unidentified	?	?	?	?	?	?
OTU_2293	Fungi	Ascomycota	Sordariomycetes	Hypocreales	?	?	?
OTU_2297	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2294	Fungi	Ascomycota	Lecanoromycetes	unidentified	unidentified	unidentified	unidentified
OTU_2295	Fungi	Ascomycota	Dothideomycetes	?	?	?	?
OTU_2298	Fungi	Ascomycota	?	?	?	?	?
OTU_2296	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	Pholiota_brunnescens
OTU_2299	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	?
OTU_2301	unidentified	unidentified	unidentified	?	?	?	?
OTU_2300	Viridiplantae	Anthophyta	Eudicotyledonae	Ericales	Ericaceae	Erica	Erica_manipuliflora
OTU_2305	Viridiplantae	Chlorophyta	unidentified	unidentified	unidentified	Pseudostichococcus	?
OTU_2302	Viridiplantae	Chlorophyta	Trebouxiophyceae	unidentified	unidentified	unidentified	unidentified
OTU_2303	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2304	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Dichotomopilus	Dichotomopilus_ramosissimus
OTU_2306	Fungi	Ascomycota	Dothideomycetes	Capnodiales	?	?	?
OTU_2307	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	unidentified	?
OTU_2309	unidentified	unidentified	unidentified	?	?	?	?
OTU_2310	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Xylomelasma	unidentified
OTU_2308	Viridiplantae	Anthophyta	Eudicotyledonae	Lamiales	Lamiaceae	Melissa	Melissa_officinalis
OTU_2311	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	unidentified
OTU_2313	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2312	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Sympoventuria	Sympoventuria_melaleucae
OTU_2315	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unidentified	unidentified	?
OTU_2316	unidentified	unidentified	unidentified	?	?	?	?
OTU_2266	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_2318	Fungi	unidentified	?	?	?	?	?
OTU_2314	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella_scatophila
OTU_2317	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	?	?
OTU_2324	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia_jamesii
OTU_2320	Fungi	unidentified	unidentified	?	?	?	?
OTU_2321	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	?
OTU_2322	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_eureka
OTU_2323	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria_leucanthemi
OTU_2326	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_laurentii
OTU_2325	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	unidentified	unidentified
OTU_2329	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	unidentified
OTU_2327	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudoconiothyrium	Pseudoconiothyrium_broussonetiae
OTU_2328	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Fomes	Fomes_fomentarius
OTU_2330	Fungi	Ascomycota	unidentified	unidentified	?	?	?
OTU_2331	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	unidentified	unidentified
OTU_2332	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
OTU_2335	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2334	unidentified	unidentified	unidentified	?	?	?	?
OTU_2333	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Niesslia	Niesslia_ilicifolia
OTU_2336	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_2337	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	?	?	?
OTU_2340	unidentified	unidentified	unidentified	?	?	?	?
OTU_2339	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2341	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2338	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Buellia	Buellia_disciformis
OTU_2342	unidentified	unidentified	?	?	?	?	?
OTU_2343	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_2346	Fungi	Basidiomycota	Pucciniomycetes	Septobasidiales	Septobasidiaceae	Septobasidium	?
OTU_2345	unidentified	unidentified	unidentified	?	?	?	?
OTU_2344	Fungi	Ascomycota	Sordariomycetes	unidentified	unidentified	unidentified	unidentified
OTU_2347	Viridiplantae	Anthophyta	?	?	?	?	?
OTU_2349	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2348	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	?	?
OTU_2350	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_erastii
OTU_2353	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces_albus
OTU_2352	Fungi	Ascomycota	unidentified	unidentified	?	?	?
OTU_2351	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_detriticus
OTU_2354	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	Xylodon_nespori
OTU_2356	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleraceae	Bullera	Bullera_unica
OTU_2355	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Tiarosporella	Tiarosporella_dactylis
OTU_2359	unidentified	unidentified	?	?	?	?	?
OTU_2357	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Lophiotrema_eburnoides
OTU_2358	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2361	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_triglochinicola
OTU_2360	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Resupinatus	Resupinatus_rouxii
OTU_2362	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2364	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	unidentified	unidentified	unidentified
OTU_2366	unidentified	unidentified	?	?	?	?	?
OTU_2363	unidentified	unidentified	unidentified	unidentified	?	?	?
OTU_2365	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2367	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2368	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	?	?
OTU_2370	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2369	Fungi	Ascomycota	Dothideomycetes	Dothideales	unidentified	unidentified	?
OTU_2375	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	Trebouxia_impressa
OTU_2371	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Arthrocatena	Arthrocatena_tenebrio
OTU_2372	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2374	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_2373	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
OTU_2376	Fungi	Basidiomycota	Agaricomycetes	Agaricales	?	?	?
OTU_2377	unidentified	unidentified	unidentified	?	?	?	?
OTU_2379	Fungi	Basidiomycota	Agaricomycetes	Polyporales	unidentified	unidentified	unidentified
OTU_2378	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_dimennae
OTU_2380	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2381	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unidentified	unidentified	?
OTU_2382	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2383	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
OTU_2384	Fungi	unidentified	?	?	?	?	?
OTU_2386	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2387	Fungi	Ascomycota	?	?	?	?	?
OTU_2385	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2388	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	?
OTU_2389	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2319	Viridiplantae	Chlorophyta	?	?	?	?	?
OTU_2392	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	?	?
OTU_2393	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Udeniomyces	Udeniomyces_pyricola
OTU_2390	unidentified	unidentified	unidentified	?	?	?	?
OTU_2391	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria_juncicola
OTU_2394	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriopsis	Phaeosphaeriopsis_glaucopunctata
OTU_2395	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2398	unidentified	unidentified	?	?	?	?	?
OTU_2397	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	unidentified	unidentified
OTU_2400	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	unidentified	unidentified
OTU_2401	Fungi	Ascomycota	Dothideomycetes	Capnodiales	?	?	?
OTU_2396	Fungi	Ascomycota	Lecanoromycetes	unidentified	unidentified	unidentified	?
OTU_2403	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	?	?
OTU_2404	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Rhynchogastrema	Rhynchogastrema_tunnelae
OTU_2402	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2405	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2406	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_stevensonii
OTU_2409	unidentified	unidentified	unidentified	?	?	?	?
OTU_2408	Viridiplantae	Chlorophyta	Trebouxiophyceae	Trebouxiales	Trebouxiaceae	Trebouxia	unidentified
OTU_2407	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea_intermedia
OTU_2410	unidentified	unidentified	?	?	?	?	?
OTU_2411	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_cuniculi
OTU_2414	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Microsporomycetaceae	Microsporomyces	Microsporomyces_pini
OTU_2413	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Athelia	?
OTU_2412	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2415	Fungi	Ascomycota	unidentified	unidentified	unidentified	unidentified	?
OTU_2417	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	unidentified	?
OTU_2416	Viridiplantae	Anthophyta	?	?	?	?	?
OTU_2418	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Actinomucor	Actinomucor_elegans
OTU_2420	unidentified	unidentified	unidentified	unidentified	unidentified	?	?
OTU_2419	Fungi	Basidiomycota	Agaricomycetes	Agaricales	unidentified	unidentified	?
OTU_2421	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_adscendens
OTU_2422	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2424	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	Blumeria_graminis
OTU_2423	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2425	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
OTU_2426	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2429	Viridiplantae	Anthophyta	Monocotyledonae	unidentified	Alliaceae	Allium	?
OTU_2427	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	unidentified
OTU_2428	unidentified	unidentified	?	?	?	?	?
OTU_2430	Fungi	unidentified	unidentified	unidentified	unidentified	?	?
OTU_2431	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Adisciso	Adisciso_kaki
OTU_2399	unidentified	unidentified	?	?	?	?	?
OTU_2432	Viridiplantae	Anthophyta	Eudicotyledonae	Caryophyllales	Amaranthaceae	Chenopodium	Chenopodium_opulifolium
OTU_2433	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Cercospora	Cercospora_beticola
OTU_2434	Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	?	?
OTU_2437	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	unidentified
OTU_2436	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	unidentified
OTU_2435	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified	?
OTU_2438	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_tawa
OTU_2439	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	unidentified
